county,election_district,office,district,party,candidate,votes
New Castle,08-02,Governor,,REPUBLICAN,Lee W S,2
New Castle,08-02,Governor,,REPUBLICAN,Protack M,0
New Castle,09-02,Governor,,REPUBLICAN,Graham D C,1
New Castle,09-02,Governor,,REPUBLICAN,Lee W S,3
New Castle,09-02,Governor,,REPUBLICAN,Protack M,1
New Castle,10-02,Governor,,REPUBLICAN,Graham D C,2
New Castle,10-02,Governor,,REPUBLICAN,Lee W S,11
New Castle,10-02,Governor,,REPUBLICAN,Protack M,4
New Castle,11-02,Governor,,REPUBLICAN,Graham D C,4
New Castle,11-02,Governor,,REPUBLICAN,Lee W S,3
New Castle,11-02,Governor,,REPUBLICAN,Protack M,0
New Castle,12-02,Governor,,REPUBLICAN,Graham D C,1
New Castle,12-02,Governor,,REPUBLICAN,Lee W S,1
New Castle,12-02,Governor,,REPUBLICAN,Protack M,2
New Castle,16-02,Governor,,REPUBLICAN,Graham D C,2
New Castle,16-02,Governor,,REPUBLICAN,Lee W S,5
New Castle,16-02,Governor,,REPUBLICAN,Protack M,6
New Castle,01-03,Governor,,REPUBLICAN,Graham D C,4
New Castle,01-03,Governor,,REPUBLICAN,Lee W S,9
New Castle,01-03,Governor,,REPUBLICAN,Protack M,2
New Castle,02-03,Governor,,REPUBLICAN,Graham D C,3
New Castle,02-03,Governor,,REPUBLICAN,Lee W S,21
New Castle,02-03,Governor,,REPUBLICAN,Protack M,8
New Castle,04-03,Governor,,REPUBLICAN,Graham D C,0
New Castle,04-03,Governor,,REPUBLICAN,Lee W S,2
New Castle,04-03,Governor,,REPUBLICAN,Protack M,0
New Castle,05-03,Governor,,REPUBLICAN,Graham D C,4
New Castle,05-03,Governor,,REPUBLICAN,Lee W S,4
New Castle,05-03,Governor,,REPUBLICAN,Protack M,1
New Castle,07-03,Governor,,REPUBLICAN,Graham D C,4
New Castle,07-03,Governor,,REPUBLICAN,Lee W S,3
New Castle,07-03,Governor,,REPUBLICAN,Protack M,1
New Castle,08-03,Governor,,REPUBLICAN,Graham D C,2
New Castle,08-03,Governor,,REPUBLICAN,Lee W S,9
New Castle,08-03,Governor,,REPUBLICAN,Protack M,4
New Castle,10-03,Governor,,REPUBLICAN,Graham D C,4
New Castle,10-03,Governor,,REPUBLICAN,Lee W S,5
New Castle,10-03,Governor,,REPUBLICAN,Protack M,0
New Castle,01-04,Governor,,REPUBLICAN,Graham D C,2
New Castle,01-04,Governor,,REPUBLICAN,Lee W S,94
New Castle,01-04,Governor,,REPUBLICAN,Protack M,11
New Castle,02-04,Governor,,REPUBLICAN,Graham D C,2
New Castle,02-04,Governor,,REPUBLICAN,Lee W S,49
New Castle,02-04,Governor,,REPUBLICAN,Protack M,1
New Castle,03-04,Governor,,REPUBLICAN,Graham D C,6
New Castle,03-04,Governor,,REPUBLICAN,Lee W S,116
New Castle,03-04,Governor,,REPUBLICAN,Protack M,12
New Castle,04-04,Governor,,REPUBLICAN,Graham D C,8
New Castle,04-04,Governor,,REPUBLICAN,Lee W S,49
New Castle,04-04,Governor,,REPUBLICAN,Protack M,11
New Castle,05-04,Governor,,REPUBLICAN,Graham D C,2
New Castle,05-04,Governor,,REPUBLICAN,Lee W S,11
New Castle,05-04,Governor,,REPUBLICAN,Protack M,4
New Castle,06-04,Governor,,REPUBLICAN,Graham D C,6
New Castle,06-04,Governor,,REPUBLICAN,Lee W S,42
New Castle,06-04,Governor,,REPUBLICAN,Protack M,7
New Castle,07-04,Governor,,REPUBLICAN,Graham D C,5
New Castle,07-04,Governor,,REPUBLICAN,Lee W S,36
New Castle,07-04,Governor,,REPUBLICAN,Protack M,8
New Castle,08-04,Governor,,REPUBLICAN,Graham D C,0
New Castle,08-04,Governor,,REPUBLICAN,Lee W S,1
New Castle,08-04,Governor,,REPUBLICAN,Protack M,1
New Castle,09-04,Governor,,REPUBLICAN,Graham D C,0
New Castle,09-04,Governor,,REPUBLICAN,Lee W S,15
New Castle,09-04,Governor,,REPUBLICAN,Protack M,3
New Castle,10-04,Governor,,REPUBLICAN,Graham D C,2
New Castle,10-04,Governor,,REPUBLICAN,Lee W S,18
New Castle,10-04,Governor,,REPUBLICAN,Protack M,5
New Castle,11-04,Governor,,REPUBLICAN,Graham D C,5
New Castle,11-04,Governor,,REPUBLICAN,Lee W S,156
New Castle,11-04,Governor,,REPUBLICAN,Protack M,18
New Castle,13-04,Governor,,REPUBLICAN,Graham D C,0
New Castle,13-04,Governor,,REPUBLICAN,Lee W S,15
New Castle,13-04,Governor,,REPUBLICAN,Protack M,4
New Castle,16-04,Governor,,REPUBLICAN,Graham D C,0
New Castle,16-04,Governor,,REPUBLICAN,Lee W S,59
New Castle,16-04,Governor,,REPUBLICAN,Protack M,1
New Castle,01-05,Governor,,REPUBLICAN,Graham D C,5
New Castle,01-05,Governor,,REPUBLICAN,Lee W S,14
New Castle,01-05,Governor,,REPUBLICAN,Protack M,6
New Castle,03-05,Governor,,REPUBLICAN,Graham D C,0
New Castle,03-05,Governor,,REPUBLICAN,Lee W S,5
New Castle,03-05,Governor,,REPUBLICAN,Protack M,3
New Castle,04-05,Governor,,REPUBLICAN,Graham D C,3
New Castle,04-05,Governor,,REPUBLICAN,Lee W S,12
New Castle,04-05,Governor,,REPUBLICAN,Protack M,8
New Castle,06-05,Governor,,REPUBLICAN,Graham D C,2
New Castle,06-05,Governor,,REPUBLICAN,Lee W S,5
New Castle,06-05,Governor,,REPUBLICAN,Protack M,1
New Castle,07-05,Governor,,REPUBLICAN,Graham D C,3
New Castle,07-05,Governor,,REPUBLICAN,Lee W S,10
New Castle,07-05,Governor,,REPUBLICAN,Protack M,11
New Castle,09-05,Governor,,REPUBLICAN,Graham D C,1
New Castle,09-05,Governor,,REPUBLICAN,Lee W S,23
New Castle,09-05,Governor,,REPUBLICAN,Protack M,9
New Castle,11-05,Governor,,REPUBLICAN,Graham D C,1
New Castle,11-05,Governor,,REPUBLICAN,Lee W S,3
New Castle,11-05,Governor,,REPUBLICAN,Protack M,2
New Castle,01-06,Governor,,REPUBLICAN,Graham D C,15
New Castle,01-06,Governor,,REPUBLICAN,Lee W S,74
New Castle,01-06,Governor,,REPUBLICAN,Protack M,14
New Castle,02-06,Governor,,REPUBLICAN,Graham D C,8
New Castle,02-06,Governor,,REPUBLICAN,Lee W S,92
New Castle,02-06,Governor,,REPUBLICAN,Protack M,20
New Castle,03-06,Governor,,REPUBLICAN,Graham D C,22
New Castle,03-06,Governor,,REPUBLICAN,Lee W S,133
New Castle,03-06,Governor,,REPUBLICAN,Protack M,24
New Castle,04-06,Governor,,REPUBLICAN,Graham D C,8
New Castle,04-06,Governor,,REPUBLICAN,Lee W S,63
New Castle,04-06,Governor,,REPUBLICAN,Protack M,11
New Castle,06-06,Governor,,REPUBLICAN,Graham D C,7
New Castle,06-06,Governor,,REPUBLICAN,Lee W S,87
New Castle,06-06,Governor,,REPUBLICAN,Protack M,28
New Castle,07-06,Governor,,REPUBLICAN,Graham D C,15
New Castle,07-06,Governor,,REPUBLICAN,Lee W S,120
New Castle,07-06,Governor,,REPUBLICAN,Protack M,38
New Castle,10-06,Governor,,REPUBLICAN,Graham D C,6
New Castle,10-06,Governor,,REPUBLICAN,Lee W S,54
New Castle,10-06,Governor,,REPUBLICAN,Protack M,12
New Castle,11-06,Governor,,REPUBLICAN,Graham D C,0
New Castle,11-06,Governor,,REPUBLICAN,Lee W S,21
New Castle,11-06,Governor,,REPUBLICAN,Protack M,7
New Castle,12-06,Governor,,REPUBLICAN,Graham D C,3
New Castle,12-06,Governor,,REPUBLICAN,Lee W S,9
New Castle,12-06,Governor,,REPUBLICAN,Protack M,2
New Castle,01-07,Governor,,REPUBLICAN,Graham D C,8
New Castle,01-07,Governor,,REPUBLICAN,Lee W S,85
New Castle,01-07,Governor,,REPUBLICAN,Protack M,47
New Castle,02-07,Governor,,REPUBLICAN,Graham D C,10
New Castle,02-07,Governor,,REPUBLICAN,Lee W S,81
New Castle,02-07,Governor,,REPUBLICAN,Protack M,13
New Castle,03-07,Governor,,REPUBLICAN,Graham D C,8
New Castle,03-07,Governor,,REPUBLICAN,Lee W S,70
New Castle,03-07,Governor,,REPUBLICAN,Protack M,20
New Castle,04-07,Governor,,REPUBLICAN,Graham D C,2
New Castle,04-07,Governor,,REPUBLICAN,Lee W S,10
New Castle,04-07,Governor,,REPUBLICAN,Protack M,3
New Castle,05-07,Governor,,REPUBLICAN,Graham D C,2
New Castle,05-07,Governor,,REPUBLICAN,Lee W S,21
New Castle,05-07,Governor,,REPUBLICAN,Protack M,6
New Castle,06-07,Governor,,REPUBLICAN,Graham D C,8
New Castle,06-07,Governor,,REPUBLICAN,Lee W S,79
New Castle,06-07,Governor,,REPUBLICAN,Protack M,29
New Castle,07-07,Governor,,REPUBLICAN,Graham D C,8
New Castle,07-07,Governor,,REPUBLICAN,Lee W S,29
New Castle,07-07,Governor,,REPUBLICAN,Protack M,15
New Castle,08-07,Governor,,REPUBLICAN,Graham D C,5
New Castle,08-07,Governor,,REPUBLICAN,Lee W S,53
New Castle,08-07,Governor,,REPUBLICAN,Protack M,27
New Castle,09-07,Governor,,REPUBLICAN,Graham D C,3
New Castle,09-07,Governor,,REPUBLICAN,Lee W S,83
New Castle,09-07,Governor,,REPUBLICAN,Protack M,21
New Castle,12-07,Governor,,REPUBLICAN,Graham D C,5
New Castle,12-07,Governor,,REPUBLICAN,Lee W S,67
New Castle,12-07,Governor,,REPUBLICAN,Protack M,17
New Castle,13-07,Governor,,REPUBLICAN,Graham D C,1
New Castle,13-07,Governor,,REPUBLICAN,Lee W S,117
New Castle,13-07,Governor,,REPUBLICAN,Protack M,20
New Castle,01-08,Governor,,REPUBLICAN,Graham D C,7
New Castle,01-08,Governor,,REPUBLICAN,Lee W S,91
New Castle,01-08,Governor,,REPUBLICAN,Protack M,26
New Castle,03-08,Governor,,REPUBLICAN,Graham D C,2
New Castle,03-08,Governor,,REPUBLICAN,Lee W S,28
New Castle,03-08,Governor,,REPUBLICAN,Protack M,9
New Castle,04-08,Governor,,REPUBLICAN,Graham D C,1
New Castle,04-08,Governor,,REPUBLICAN,Lee W S,20
New Castle,04-08,Governor,,REPUBLICAN,Protack M,2
New Castle,05-08,Governor,,REPUBLICAN,Graham D C,3
New Castle,05-08,Governor,,REPUBLICAN,Lee W S,34
New Castle,05-08,Governor,,REPUBLICAN,Protack M,13
New Castle,06-08,Governor,,REPUBLICAN,Graham D C,4
New Castle,06-08,Governor,,REPUBLICAN,Lee W S,68
New Castle,06-08,Governor,,REPUBLICAN,Protack M,24
New Castle,08-08,Governor,,REPUBLICAN,Graham D C,3
New Castle,08-08,Governor,,REPUBLICAN,Lee W S,15
New Castle,08-08,Governor,,REPUBLICAN,Protack M,8
Kent,09-08,Governor,,REPUBLICAN,Graham D C,0
Kent,09-08,Governor,,REPUBLICAN,Lee W S,27
Kent,09-08,Governor,,REPUBLICAN,Protack M,8
New Castle,01-09,Governor,,REPUBLICAN,Graham D C,1
New Castle,01-09,Governor,,REPUBLICAN,Lee W S,12
New Castle,01-09,Governor,,REPUBLICAN,Protack M,7
New Castle,02-09,Governor,,REPUBLICAN,Graham D C,0
New Castle,02-09,Governor,,REPUBLICAN,Lee W S,31
New Castle,02-09,Governor,,REPUBLICAN,Protack M,15
New Castle,03-09,Governor,,REPUBLICAN,Graham D C,7
New Castle,03-09,Governor,,REPUBLICAN,Lee W S,56
New Castle,03-09,Governor,,REPUBLICAN,Protack M,12
New Castle,04-09,Governor,,REPUBLICAN,Graham D C,3
New Castle,04-09,Governor,,REPUBLICAN,Lee W S,26
New Castle,04-09,Governor,,REPUBLICAN,Protack M,12
New Castle,05-09,Governor,,REPUBLICAN,Graham D C,2
New Castle,05-09,Governor,,REPUBLICAN,Lee W S,43
New Castle,05-09,Governor,,REPUBLICAN,Protack M,5
New Castle,06-09,Governor,,REPUBLICAN,Graham D C,5
New Castle,06-09,Governor,,REPUBLICAN,Lee W S,30
New Castle,06-09,Governor,,REPUBLICAN,Protack M,13
New Castle,07-09,Governor,,REPUBLICAN,Graham D C,9
New Castle,07-09,Governor,,REPUBLICAN,Lee W S,55
New Castle,07-09,Governor,,REPUBLICAN,Protack M,29
New Castle,08-09,Governor,,REPUBLICAN,Graham D C,7
New Castle,08-09,Governor,,REPUBLICAN,Lee W S,67
New Castle,08-09,Governor,,REPUBLICAN,Protack M,28
New Castle,09-09,Governor,,REPUBLICAN,Graham D C,2
New Castle,09-09,Governor,,REPUBLICAN,Lee W S,25
New Castle,09-09,Governor,,REPUBLICAN,Protack M,10
New Castle,01-10,Governor,,REPUBLICAN,Graham D C,7
New Castle,01-10,Governor,,REPUBLICAN,Lee W S,87
New Castle,01-10,Governor,,REPUBLICAN,Protack M,39
New Castle,02-10,Governor,,REPUBLICAN,Graham D C,6
New Castle,02-10,Governor,,REPUBLICAN,Lee W S,59
New Castle,02-10,Governor,,REPUBLICAN,Protack M,21
New Castle,04-10,Governor,,REPUBLICAN,Graham D C,8
New Castle,04-10,Governor,,REPUBLICAN,Lee W S,41
New Castle,04-10,Governor,,REPUBLICAN,Protack M,17
New Castle,06-10,Governor,,REPUBLICAN,Graham D C,4
New Castle,06-10,Governor,,REPUBLICAN,Lee W S,74
New Castle,06-10,Governor,,REPUBLICAN,Protack M,6
New Castle,07-10,Governor,,REPUBLICAN,Graham D C,8
New Castle,07-10,Governor,,REPUBLICAN,Lee W S,96
New Castle,07-10,Governor,,REPUBLICAN,Protack M,32
New Castle,08-10,Governor,,REPUBLICAN,Graham D C,5
New Castle,08-10,Governor,,REPUBLICAN,Lee W S,56
New Castle,08-10,Governor,,REPUBLICAN,Protack M,18
New Castle,09-10,Governor,,REPUBLICAN,Graham D C,10
New Castle,09-10,Governor,,REPUBLICAN,Lee W S,44
New Castle,09-10,Governor,,REPUBLICAN,Protack M,35
New Castle,10-10,Governor,,REPUBLICAN,Graham D C,5
New Castle,10-10,Governor,,REPUBLICAN,Lee W S,17
New Castle,10-10,Governor,,REPUBLICAN,Protack M,7
New Castle,11-10,Governor,,REPUBLICAN,Graham D C,3
New Castle,11-10,Governor,,REPUBLICAN,Lee W S,31
New Castle,11-10,Governor,,REPUBLICAN,Protack M,10
New Castle,01-11,Governor,,REPUBLICAN,Graham D C,3
New Castle,01-11,Governor,,REPUBLICAN,Lee W S,36
New Castle,01-11,Governor,,REPUBLICAN,Protack M,8
New Castle,02-11,Governor,,REPUBLICAN,Graham D C,6
New Castle,02-11,Governor,,REPUBLICAN,Lee W S,28
New Castle,02-11,Governor,,REPUBLICAN,Protack M,6
New Castle,03-11,Governor,,REPUBLICAN,Graham D C,5
New Castle,03-11,Governor,,REPUBLICAN,Lee W S,84
New Castle,03-11,Governor,,REPUBLICAN,Protack M,17
New Castle,04-11,Governor,,REPUBLICAN,Graham D C,7
New Castle,04-11,Governor,,REPUBLICAN,Lee W S,40
New Castle,04-11,Governor,,REPUBLICAN,Protack M,14
New Castle,05-11,Governor,,REPUBLICAN,Graham D C,10
New Castle,05-11,Governor,,REPUBLICAN,Lee W S,57
New Castle,05-11,Governor,,REPUBLICAN,Protack M,32
New Castle,06-11,Governor,,REPUBLICAN,Graham D C,8
New Castle,06-11,Governor,,REPUBLICAN,Lee W S,52
New Castle,06-11,Governor,,REPUBLICAN,Protack M,16
New Castle,07-11,Governor,,REPUBLICAN,Graham D C,6
New Castle,07-11,Governor,,REPUBLICAN,Lee W S,61
New Castle,07-11,Governor,,REPUBLICAN,Protack M,12
New Castle,08-11,Governor,,REPUBLICAN,Graham D C,8
New Castle,08-11,Governor,,REPUBLICAN,Lee W S,115
New Castle,08-11,Governor,,REPUBLICAN,Protack M,36
New Castle,10-11,Governor,,REPUBLICAN,Graham D C,6
New Castle,10-11,Governor,,REPUBLICAN,Lee W S,132
New Castle,10-11,Governor,,REPUBLICAN,Protack M,29
New Castle,12-11,Governor,,REPUBLICAN,Graham D C,9
New Castle,12-11,Governor,,REPUBLICAN,Lee W S,56
New Castle,12-11,Governor,,REPUBLICAN,Protack M,25
New Castle,14-11,Governor,,REPUBLICAN,Graham D C,2
New Castle,14-11,Governor,,REPUBLICAN,Lee W S,29
New Castle,14-11,Governor,,REPUBLICAN,Protack M,10
New Castle,01-12,Governor,,REPUBLICAN,Graham D C,3
New Castle,01-12,Governor,,REPUBLICAN,Lee W S,46
New Castle,01-12,Governor,,REPUBLICAN,Protack M,13
New Castle,02-12,Governor,,REPUBLICAN,Graham D C,7
New Castle,02-12,Governor,,REPUBLICAN,Lee W S,47
New Castle,02-12,Governor,,REPUBLICAN,Protack M,19
New Castle,03-12,Governor,,REPUBLICAN,Graham D C,6
New Castle,03-12,Governor,,REPUBLICAN,Lee W S,22
New Castle,03-12,Governor,,REPUBLICAN,Protack M,3
New Castle,04-12,Governor,,REPUBLICAN,Graham D C,3
New Castle,04-12,Governor,,REPUBLICAN,Lee W S,75
New Castle,04-12,Governor,,REPUBLICAN,Protack M,13
New Castle,06-12,Governor,,REPUBLICAN,Graham D C,15
New Castle,06-12,Governor,,REPUBLICAN,Lee W S,199
New Castle,06-12,Governor,,REPUBLICAN,Protack M,34
New Castle,07-12,Governor,,REPUBLICAN,Graham D C,2
New Castle,07-12,Governor,,REPUBLICAN,Lee W S,108
New Castle,07-12,Governor,,REPUBLICAN,Protack M,22
New Castle,08-12,Governor,,REPUBLICAN,Graham D C,6
New Castle,08-12,Governor,,REPUBLICAN,Lee W S,118
New Castle,08-12,Governor,,REPUBLICAN,Protack M,41
New Castle,11-12,Governor,,REPUBLICAN,Graham D C,11
New Castle,11-12,Governor,,REPUBLICAN,Lee W S,142
New Castle,11-12,Governor,,REPUBLICAN,Protack M,16
New Castle,12-12,Governor,,REPUBLICAN,Graham D C,4
New Castle,12-12,Governor,,REPUBLICAN,Lee W S,90
New Castle,12-12,Governor,,REPUBLICAN,Protack M,13
New Castle,01-13,Governor,,REPUBLICAN,Graham D C,3
New Castle,01-13,Governor,,REPUBLICAN,Lee W S,28
New Castle,01-13,Governor,,REPUBLICAN,Protack M,14
New Castle,03-13,Governor,,REPUBLICAN,Graham D C,0
New Castle,03-13,Governor,,REPUBLICAN,Lee W S,1
New Castle,03-13,Governor,,REPUBLICAN,Protack M,0
New Castle,04-13,Governor,,REPUBLICAN,Graham D C,7
New Castle,04-13,Governor,,REPUBLICAN,Lee W S,45
New Castle,04-13,Governor,,REPUBLICAN,Protack M,17
New Castle,05-13,Governor,,REPUBLICAN,Graham D C,2
New Castle,05-13,Governor,,REPUBLICAN,Lee W S,22
New Castle,05-13,Governor,,REPUBLICAN,Protack M,2
New Castle,07-13,Governor,,REPUBLICAN,Graham D C,1
New Castle,07-13,Governor,,REPUBLICAN,Lee W S,21
New Castle,07-13,Governor,,REPUBLICAN,Protack M,3
New Castle,08-13,Governor,,REPUBLICAN,Graham D C,2
New Castle,08-13,Governor,,REPUBLICAN,Lee W S,3
New Castle,08-13,Governor,,REPUBLICAN,Protack M,2
New Castle,09-13,Governor,,REPUBLICAN,Graham D C,3
New Castle,09-13,Governor,,REPUBLICAN,Lee W S,22
New Castle,09-13,Governor,,REPUBLICAN,Protack M,5
New Castle,10-13,Governor,,REPUBLICAN,Graham D C,1
New Castle,10-13,Governor,,REPUBLICAN,Lee W S,7
New Castle,10-13,Governor,,REPUBLICAN,Protack M,4
New Castle,11-13,Governor,,REPUBLICAN,Graham D C,3
New Castle,11-13,Governor,,REPUBLICAN,Lee W S,9
New Castle,11-13,Governor,,REPUBLICAN,Protack M,3
Sussex,01-14,Governor,,REPUBLICAN,Graham D C,4
Sussex,01-14,Governor,,REPUBLICAN,Lee W S,145
Sussex,01-14,Governor,,REPUBLICAN,Protack M,39
Sussex,02-14,Governor,,REPUBLICAN,Graham D C,4
Sussex,02-14,Governor,,REPUBLICAN,Lee W S,113
Sussex,02-14,Governor,,REPUBLICAN,Protack M,18
Sussex,03-14,Governor,,REPUBLICAN,Graham D C,2
Sussex,03-14,Governor,,REPUBLICAN,Lee W S,179
Sussex,03-14,Governor,,REPUBLICAN,Protack M,19
Sussex,04-14,Governor,,REPUBLICAN,Graham D C,6
Sussex,04-14,Governor,,REPUBLICAN,Lee W S,204
Sussex,04-14,Governor,,REPUBLICAN,Protack M,37
Sussex,05-14,Governor,,REPUBLICAN,Graham D C,1
Sussex,05-14,Governor,,REPUBLICAN,Lee W S,98
Sussex,05-14,Governor,,REPUBLICAN,Protack M,38
Sussex,06-14,Governor,,REPUBLICAN,Graham D C,3
Sussex,06-14,Governor,,REPUBLICAN,Lee W S,116
Sussex,06-14,Governor,,REPUBLICAN,Protack M,42
Sussex,07-14,Governor,,REPUBLICAN,Graham D C,4
Sussex,07-14,Governor,,REPUBLICAN,Lee W S,91
Sussex,07-14,Governor,,REPUBLICAN,Protack M,34
New Castle,01-15,Governor,,REPUBLICAN,Graham D C,9
New Castle,01-15,Governor,,REPUBLICAN,Lee W S,31
New Castle,01-15,Governor,,REPUBLICAN,Protack M,18
New Castle,02-15,Governor,,REPUBLICAN,Graham D C,3
New Castle,02-15,Governor,,REPUBLICAN,Lee W S,7
New Castle,02-15,Governor,,REPUBLICAN,Protack M,10
New Castle,03-15,Governor,,REPUBLICAN,Graham D C,3
New Castle,03-15,Governor,,REPUBLICAN,Lee W S,16
New Castle,03-15,Governor,,REPUBLICAN,Protack M,8
New Castle,04-15,Governor,,REPUBLICAN,Graham D C,3
New Castle,04-15,Governor,,REPUBLICAN,Lee W S,19
New Castle,04-15,Governor,,REPUBLICAN,Protack M,4
New Castle,05-15,Governor,,REPUBLICAN,Graham D C,9
New Castle,05-15,Governor,,REPUBLICAN,Lee W S,36
New Castle,05-15,Governor,,REPUBLICAN,Protack M,11
New Castle,07-15,Governor,,REPUBLICAN,Graham D C,1
New Castle,07-15,Governor,,REPUBLICAN,Lee W S,43
New Castle,07-15,Governor,,REPUBLICAN,Protack M,12
New Castle,08-15,Governor,,REPUBLICAN,Graham D C,5
New Castle,08-15,Governor,,REPUBLICAN,Lee W S,23
New Castle,08-15,Governor,,REPUBLICAN,Protack M,13
New Castle,09-15,Governor,,REPUBLICAN,Graham D C,8
New Castle,09-15,Governor,,REPUBLICAN,Lee W S,41
New Castle,09-15,Governor,,REPUBLICAN,Protack M,19
New Castle,01-16,Governor,,REPUBLICAN,Graham D C,0
New Castle,01-16,Governor,,REPUBLICAN,Lee W S,5
New Castle,01-16,Governor,,REPUBLICAN,Protack M,3
New Castle,02-16,Governor,,REPUBLICAN,Graham D C,1
New Castle,02-16,Governor,,REPUBLICAN,Lee W S,0
New Castle,02-16,Governor,,REPUBLICAN,Protack M,2
New Castle,03-16,Governor,,REPUBLICAN,Graham D C,4
New Castle,03-16,Governor,,REPUBLICAN,Lee W S,6
New Castle,03-16,Governor,,REPUBLICAN,Protack M,1
New Castle,04-16,Governor,,REPUBLICAN,Graham D C,2
New Castle,04-16,Governor,,REPUBLICAN,Lee W S,5
New Castle,04-16,Governor,,REPUBLICAN,Protack M,2
New Castle,05-16,Governor,,REPUBLICAN,Graham D C,6
New Castle,05-16,Governor,,REPUBLICAN,Lee W S,3
New Castle,05-16,Governor,,REPUBLICAN,Protack M,6
New Castle,06-16,Governor,,REPUBLICAN,Graham D C,2
New Castle,06-16,Governor,,REPUBLICAN,Lee W S,0
New Castle,06-16,Governor,,REPUBLICAN,Protack M,1
New Castle,07-16,Governor,,REPUBLICAN,Graham D C,7
New Castle,07-16,Governor,,REPUBLICAN,Lee W S,21
New Castle,07-16,Governor,,REPUBLICAN,Protack M,5
New Castle,08-16,Governor,,REPUBLICAN,Graham D C,5
New Castle,08-16,Governor,,REPUBLICAN,Lee W S,11
New Castle,08-16,Governor,,REPUBLICAN,Protack M,2
New Castle,10-16,Governor,,REPUBLICAN,Graham D C,3
New Castle,10-16,Governor,,REPUBLICAN,Lee W S,2
New Castle,10-16,Governor,,REPUBLICAN,Protack M,4
New Castle,11-16,Governor,,REPUBLICAN,Graham D C,2
New Castle,11-16,Governor,,REPUBLICAN,Lee W S,12
New Castle,11-16,Governor,,REPUBLICAN,Protack M,0
New Castle,01-17,Governor,,REPUBLICAN,Graham D C,1
New Castle,01-17,Governor,,REPUBLICAN,Lee W S,8
New Castle,01-17,Governor,,REPUBLICAN,Protack M,3
New Castle,03-17,Governor,,REPUBLICAN,Graham D C,6
New Castle,03-17,Governor,,REPUBLICAN,Lee W S,36
New Castle,03-17,Governor,,REPUBLICAN,Protack M,9
New Castle,04-17,Governor,,REPUBLICAN,Graham D C,10
New Castle,04-17,Governor,,REPUBLICAN,Lee W S,72
